# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           611.060547,            20.290001,             0.014221
           609.978333,            20.326000,             0.015636
           608.899902,            20.362000,             0.015046
           607.825256,            20.398001,             0.016667
           606.754456,            20.434000,             0.012171
           605.687378,            20.469999,             0.016378
           604.623962,            20.506001,             0.015701
           603.564392,            20.542000,             0.013284
           602.508484,            20.577999,             0.010934
           601.456238,            20.614000,             0.013907
           600.407776,            20.650000,             0.014066
           599.362793,            20.686001,             0.012298
           598.321533,            20.722000,             0.015004
           597.283936,            20.757999,             0.000927
           596.249878,            20.794001,             0.000000
           595.219421,            20.830000,             0.007212
           594.192444,            20.865999,             0.011744
           593.169006,            20.902000,             0.010417
           592.149170,            20.938000,             0.009197
           591.132812,            20.974001,             0.009678
           590.119934,            21.010000,             0.012971
           589.110535,            21.046000,             0.010764
           588.104492,            21.082001,             0.010636
           587.101990,            21.118000,             0.011395
           586.102844,            21.153999,             0.011443
           585.107117,            21.190001,             0.005870
           584.114746,            21.226000,             0.008831
           583.125793,            21.261999,             0.007408
           582.140076,            21.298000,             0.007133
           581.157776,            21.334000,             0.007609
           580.178711,            21.370001,             0.008487
